year_quarter,category,raw_score,z_score
2024-Q4,GDP / Growth,3.4920020340375744e-05,0.9459321737905245
2024-Q4,AI,0.0012073977614008094,0.2527786444763294
2024-Q4,Unemployment,8.257564314861481e-07,0.5185579632441814
2024-Q4,Uncertainty,-0.00013849445994982724,0.023503785814379972
2025-Q1,Inflation,-0.00019306992342416377,0.4822229864905227
2025-Q1,GDP / Growth,-7.922741730599299e-06,-0.3991817848589699
2025-Q1,AI,0.0012142042677695682,0.26202319798157453
2025-Q1,Unemployment,-5.311865248984056e-06,-0.6073667098271367
2025-Q1,Uncertainty,-0.0004606160954589451,-1.3487055307805176
2025-Q2,Inflation,-0.00014792209418281894,0.7504280360958777
2025-Q2,GDP / Growth,3.1880653111331055e-05,0.8505065969223242
2025-Q2,AI,0.0008609026216716624,-0.21782884268269556
2025-Q2,Unemployment,2.117283220922153e-06,0.7554839182579449
2025-Q2,Uncertainty,-0.0003349672894083361,-0.8134528706815944
2025-Q3,Inflation,-0.0001355801277621067,0.8237466822349796
2025-Q3,GDP / Growth,2.9280883215373834e-05,0.7688828498227429
2025-Q3,AI,0.0012458528888569759,0.30500815313458374
2025-Q3,Unemployment,-5.838658235564656e-07,0.25996781883806364
2025-Q3,Uncertainty,-0.00013259363438322815,0.04864077422340422
2025-Q4,Inflation,-0.00014576949929571666,0.7632157343789836
2025-Q4,GDP / Growth,2.937304212048629e-05,0.7717763194238684
2025-Q4,AI,0.001344585006955227,0.439105485744867
2025-Q4,Unemployment,1.8992076213687473e-06,0.7154787320612632
2025-Q4,Uncertainty,-0.00012195843891098502,0.09394575439884115
2026-Q1,Inflation,-0.00019916022732239939,0.4460429466838223
2026-Q1,GDP / Growth,2.4046067007675294e-05,0.6045277986643975
2026-Q1,AI,0.0015307319903629037,0.6919291304638017
2026-Q1,Unemployment,-1.3404337546354682e-06,0.12117814674620052
2026-Q1,Uncertainty,-8.249644159040518e-05,0.2620503285891388
2026-Q2,Inflation,-0.0001880049625078835,0.512311877066819
2026-Q2,GDP / Growth,2.2582534271931412e-05,0.5585779528414723
2026-Q2,AI,0.0020553377752295806,1.4044453589978643
2026-Q2,Unemployment,-8.017157345469437e-06,-1.1036428372707514
2026-Q2,Uncertainty,-3.700470957227424e-05,0.4558410325406302
2026-Q3,Inflation,-0.00023852386795686383,0.21219942936703207
2026-Q3,GDP / Growth,2.589184926804079e-05,0.6624789522088903
2026-Q3,AI,0.0025673583783055324,2.0998684739528954
2026-Q3,Unemployment,-4.52793981725933e-06,-0.46355840241133417
2026-Q3,Uncertainty,-9.079352468607173e-05,0.2267054977259744
2026-Q4,Inflation,-0.000129836113756203,0.8578695534178192
2026-Q4,GDP / Growth,5.3735142022398114e-05,1.5366616595844143
2026-Q4,AI,0.0027060567690098485,2.288247742918636
2026-Q4,Unemployment,1.1556203019563596e-05,2.487019884746121
2026-Q4,Uncertainty,3.8184210648225777e-05,0.7761390984194126
